x,y,height,momentum_x
0.025,0.025,10,0
0.075,0.025,10,0
0.125,0.025,10,0
0.175,0.025,10,0
0.225,0.025,10,0
0.275,0.025,10,0
0.325,0.025,10,0
0.375,0.025,10,0
0.425,0.025,10,0
0.475,0.025,10,0
0.525,0.025,10,0
0.575,0.025,10,0
0.625,0.025,10,0
0.675,0.025,10,0
0.725,0.025,10,0
0.775,0.025,10,0
0.825,0.025,10,0
0.875,0.025,10,0
0.925,0.025,10,0
0.975,0.025,10,0
1.025,0.025,10,0
1.075,0.025,10,0
1.125,0.025,10,0
1.175,0.025,10,0
1.225,0.025,10,0
1.275,0.025,10,0
1.325,0.025,10,0
1.375,0.025,10,0
1.425,0.025,10,0
1.475,0.025,10,0
1.525,0.025,10,0
1.575,0.025,10,0
1.625,0.025,10,0
1.675,0.025,10,0
1.725,0.025,10,0
1.775,0.025,10,0
1.825,0.025,10,0
1.875,0.025,10,0
1.925,0.025,10,0
1.975,0.025,10,0
2.025,0.025,10,0
2.075,0.025,10,0
2.125,0.025,10,0
2.175,0.025,10,0
2.225,0.025,10,0
2.275,0.025,10,0
2.325,0.025,10,0
2.375,0.025,10,0
2.425,0.025,10,0
2.475,0.025,10,0
2.525,0.025,10,0
2.575,0.025,10,0
2.625,0.025,10,0
2.675,0.025,10,0
2.725,0.025,10,0
2.775,0.025,10,0
2.825,0.025,10,0
2.875,0.025,10,0
2.925,0.025,10,0
2.975,0.025,10,0
3.025,0.025,10,0
3.075,0.025,10,0
3.125,0.025,10,0
3.175,0.025,10,0
3.225,0.025,10,0
3.275,0.025,10,0
3.325,0.025,10,0
3.375,0.025,10,0
3.425,0.025,10,0
3.475,0.025,10,0
3.525,0.025,10,0
3.575,0.025,10,0
3.625,0.025,10,0
3.675,0.025,10,0
3.725,0.025,10,0
3.775,0.025,10,7.02509e-08
3.825,0.025,10,1.3374e-05
3.875,0.025,9.99998,0.000159182
3.925,0.025,9.99987,0.00124605
3.975,0.025,9.99929,0.00700771
4.025,0.025,9.99695,0.0302101
4.075,0.025,9.9895,0.103912
4.125,0.025,9.9703,0.293274
4.175,0.025,9.92935,0.695168
4.225,0.025,9.85537,1.41415
4.275,0.025,9.73957,2.52197
4.325,0.025,9.57866,4.02632
4.375,0.025,9.37542,5.86849
4.425,0.025,9.13724,7.94526
4.475,0.025,8.87401,10.137
4.525,0.025,8.59662,12.3283
4.575,0.025,8.31646,14.417
4.625,0.025,8.04564,16.3159
4.675,0.025,7.79751,17.9512
4.725,0.025,7.58645,19.2627
4.775,0.025,7.42565,20.2118
4.825,0.025,7.32176,20.8005
4.875,0.025,7.26914,21.089
4.925,0.025,7.25071,21.1848
4.975,0.025,7.24768,21.1947
5.025,0.025,7.24857,21.1822
5.075,0.025,7.24956,21.168
5.125,0.025,7.25013,21.1546
5.175,0.025,7.25035,21.1412
5.225,0.025,7.25017,21.1261
5.275,0.025,7.24921,21.1042
5.325,0.025,7.24577,21.0557
5.375,0.025,7.23381,20.912
5.425,0.025,7.19526,20.47
5.475,0.025,7.08589,19.2434
5.525,0.025,6.82656,16.4248
5.575,0.025,6.35607,11.6066
5.625,0.025,5.77668,6.20026
5.675,0.025,5.33043,2.46834
5.725,0.025,5.10935,0.784271
5.775,0.025,5.03012,0.212455
5.825,0.025,5.00715,0.0501552
5.875,0.025,5.00146,0.0102593
5.925,0.025,5.00026,0.00178793
5.975,0.025,5.00004,0.000259727
6.025,0.025,5,3.03164e-05
6.075,0.025,5,2.48732e-06
6.125,0.025,5,3.57073e-08
6.175,0.025,5,2.08779e-10
6.225,0.025,5,9.28166e-13
6.275,0.025,5,0
6.325,0.025,5,0
6.375,0.025,5,0
6.425,0.025,5,0
6.475,0.025,5,0
6.525,0.025,5,0
6.575,0.025,5,0
6.625,0.025,5,0
6.675,0.025,5,0
6.725,0.025,5,0
6.775,0.025,5,0
6.825,0.025,5,0
6.875,0.025,5,0
6.925,0.025,5,0
6.975,0.025,5,0
7.025,0.025,5,0
7.075,0.025,5,0
7.125,0.025,5,0
7.175,0.025,5,0
7.225,0.025,5,0
7.275,0.025,5,0
7.325,0.025,5,0
7.375,0.025,5,0
7.425,0.025,5,0
7.475,0.025,5,0
7.525,0.025,5,0
7.575,0.025,5,0
7.625,0.025,5,0
7.675,0.025,5,0
7.725,0.025,5,0
7.775,0.025,5,0
7.825,0.025,5,0
7.875,0.025,5,0
7.925,0.025,5,0
7.975,0.025,5,0
8.025,0.025,5,0
8.075,0.025,5,0
8.125,0.025,5,0
8.175,0.025,5,0
8.225,0.025,5,0
8.275,0.025,5,0
8.325,0.025,5,0
8.375,0.025,5,0
8.425,0.025,5,0
8.475,0.025,5,0
8.525,0.025,5,0
8.575,0.025,5,0
8.625,0.025,5,0
8.675,0.025,5,0
8.725,0.025,5,0
8.775,0.025,5,0
8.825,0.025,5,0
8.875,0.025,5,0
8.925,0.025,5,0
8.975,0.025,5,0
9.025,0.025,5,0
9.075,0.025,5,0
9.125,0.025,5,0
9.175,0.025,5,0
9.225,0.025,5,0
9.275,0.025,5,0
9.325,0.025,5,0
9.375,0.025,5,0
9.425,0.025,5,0
9.475,0.025,5,0
9.525,0.025,5,0
9.575,0.025,5,0
9.625,0.025,5,0
9.675,0.025,5,0
9.725,0.025,5,0
9.775,0.025,5,0
9.825,0.025,5,0
9.875,0.025,5,0
9.925,0.025,5,0
9.975,0.025,5,0
