x,y,height,momentum_x
8.625,0.025,5.43633,3.29855
8.675,0.025,5.19357,1.4059
8.725,0.025,5.07813,0.555572
8.775,0.025,5.03012,0.212191
8.825,0.025,5.01137,0.0798165
8.875,0.025,5.00425,0.0297801
8.925,0.025,5.00158,0.0110449
8.975,0.025,5.00058,0.00407228
9.025,0.025,5.00021,0.00149189
9.075,0.025,5.00008,0.000542687
9.125,0.025,5.00003,0.000194105
9.175,0.025,5.00001,6.7099e-05
9.225,0.025,5,2.24214e-05
9.275,0.025,5,6.80492e-06
9.325,0.025,5,1.35101e-06
9.375,0.025,5,5.65409e-08
9.425,0.025,5,2.3797e-09
9.475,0.025,5,1.01232e-10
9.525,0.025,5,4.37848e-12
9.575,0.025,5,1.91189e-13
9.625,0.025,5,8.26915e-15
9.675,0.025,5,3.49815e-16
9.725,0.025,5,1.46063e-17
9.775,0.025,5,6.10779e-19
9.825,0.025,5,2.55952e-20
9.875,0.025,5,1.07509e-21
9.925,0.025,5,4.527e-23
9.975,0.025,5,1.99194e-24
