x,y,height,momentum_x
0.025,0.025,9.17773,7.62157
0.075,0.025,9.13155,8.01966
0.125,0.025,9.08499,8.41767
0.175,0.025,9.0381,8.81506
0.225,0.025,8.99093,9.21134
0.275,0.025,8.94352,9.60605
0.325,0.025,8.89592,9.99879
0.375,0.025,8.84817,10.3892
0.425,0.025,8.80031,10.7769
0.475,0.025,8.75237,11.1615
0.525,0.025,8.70438,11.5429
0.575,0.025,8.65637,11.9207
0.625,0.025,8.60838,12.2947
0.675,0.025,8.56044,12.6646
0.725,0.025,8.51257,13.0302
0.775,0.025,8.4648,13.3914
0.825,0.025,8.41716,13.7478
0.875,0.025,8.36969,14.0994
0.925,0.025,8.3224,14.446
0.975,0.025,8.27534,14.7872
1.025,0.025,8.22853,15.123
1.075,0.025,8.18201,15.4532
1.125,0.025,8.13582,15.7775
1.175,0.025,8.09,16.0958
1.225,0.025,8.04459,16.4078
1.275,0.025,7.99963,16.7133
1.325,0.025,7.95518,17.012
1.375,0.025,7.9113,17.3037
1.425,0.025,7.86806,17.588
1.475,0.025,7.82551,17.8647
1.525,0.025,7.78374,18.1333
1.575,0.025,7.74284,18.3936
1.625,0.025,7.70289,18.645
1.675,0.025,7.66401,18.8871
1.725,0.025,7.62631,19.1195
1.775,0.025,7.58991,19.3415
1.825,0.025,7.55494,19.5527
1.875,0.025,7.52155,19.7525
1.925,0.025,7.48987,19.9402
1.975,0.025,7.46005,20.1154
2.025,0.025,7.43223,20.2774
2.075,0.025,7.40654,20.4259
2.125,0.025,7.38309,20.5604
2.175,0.025,7.36198,20.6807
2.225,0.025,7.34324,20.7868
2.275,0.025,7.3269,20.8788
2.325,0.025,7.31291,20.9573
2.375,0.025,7.30117,21.0228
2.425,0.025,7.29156,21.0762
2.475,0.025,7.28388,21.1188
2.525,0.025,7.27792,21.1518
2.575,0.025,7.27343,21.1765
2.625,0.025,7.27016,21.1945
2.675,0.025,7.26788,21.207
2.725,0.025,7.26637,21.2152
2.775,0.025,7.26543,21.2203
2.825,0.025,7.26489,21.2232
2.875,0.025,7.26464,21.2244
2.925,0.025,7.26457,21.2247
2.975,0.025,7.26462,21.2243
3.025,0.025,7.26473,21.2236
3.075,0.025,7.26488,21.2227
3.125,0.025,7.26504,21.2217
3.175,0.025,7.2652,21.2207
3.225,0.025,7.26535,21.2197
3.275,0.025,7.26549,21.2188
3.325,0.025,7.26563,21.218
3.375,0.025,7.26575,21.2172
3.425,0.025,7.26587,21.2164
3.475,0.025,7.26597,21.2157
3.525,0.025,7.26607,21.215
3.575,0.025,7.26616,21.2144
3.625,0.025,7.26624,21.2138
3.675,0.025,7.26632,21.2132
3.725,0.025,7.2664,21.2127
3.775,0.025,7.26646,21.2122
3.825,0.025,7.26653,21.2117
3.875,0.025,7.26658,21.2113
3.925,0.025,7.26664,21.2108
3.975,0.025,7.26669,21.2104
4.025,0.025,7.26673,21.21
4.075,0.025,7.26678,21.2096
4.125,0.025,7.26682,21.2093
4.175,0.025,7.26686,21.2089
4.225,0.025,7.26689,21.2086
4.275,0.025,7.26692,21.2082
4.325,0.025,7.26695,21.2079
4.375,0.025,7.26698,21.2076
4.425,0.025,7.26701,21.2073
4.475,0.025,7.26703,21.207
4.525,0.025,7.26706,21.2067
4.575,0.025,7.26708,21.2064
4.625,0.025,7.2671,21.2062
4.675,0.025,7.26711,21.2059
4.725,0.025,7.26713,21.2057
4.775,0.025,7.26714,21.2054
4.825,0.025,7.26715,21.2052
4.875,0.025,7.26717,21.2049
4.925,0.025,7.26718,21.2047
4.975,0.025,7.26719,21.2044
5.025,0.025,7.2672,21.2042
5.075,0.025,7.2672,21.204
5.125,0.025,7.26721,21.2038
5.175,0.025,7.26722,21.2035
5.225,0.025,7.26722,21.2033
5.275,0.025,7.26722,21.2031
5.325,0.025,7.26723,21.2029
5.375,0.025,7.26723,21.2027
5.425,0.025,7.26723,21.2025
5.475,0.025,7.26723,21.2023
5.525,0.025,7.26723,21.2021
5.575,0.025,7.26723,21.2019
5.625,0.025,7.26723,21.2017
5.675,0.025,7.26722,21.2014
5.725,0.025,7.26722,21.2012
5.775,0.025,7.26722,21.201
5.825,0.025,7.26721,21.2008
5.875,0.025,7.26721,21.2006
5.925,0.025,7.2672,21.2004
5.975,0.025,7.2672,21.2002
6.025,0.025,7.26719,21.2
6.075,0.025,7.26718,21.1998
6.125,0.025,7.26718,21.1996
6.175,0.025,7.26717,21.1994
6.225,0.025,7.26716,21.1992
6.275,0.025,7.26715,21.199
6.325,0.025,7.26714,21.1987
6.375,0.025,7.26713,21.1985
6.425,0.025,7.26712,21.1983
6.475,0.025,7.26711,21.1981
6.525,0.025,7.26709,21.1979
6.575,0.025,7.26708,21.1976
6.625,0.025,7.26707,21.1974
6.675,0.025,7.26705,21.1972
6.725,0.025,7.26704,21.197
6.775,0.025,7.26702,21.1967
6.825,0.025,7.26701,21.1965
6.875,0.025,7.26699,21.1962
6.925,0.025,7.26698,21.196
6.975,0.025,7.26696,21.1957
7.025,0.025,7.26694,21.1955
7.075,0.025,7.26693,21.1952
7.125,0.025,7.26691,21.195
7.175,0.025,7.26689,21.1947
7.225,0.025,7.26687,21.1944
7.275,0.025,7.26685,21.1942
7.325,0.025,7.26683,21.1939
7.375,0.025,7.26681,21.1936
7.425,0.025,7.26678,21.1933
7.475,0.025,7.26676,21.193
7.525,0.025,7.26674,21.1927
7.575,0.025,7.26671,21.1924
7.625,0.025,7.26669,21.1921
7.675,0.025,7.26667,21.1918
7.725,0.025,7.26664,21.1915
7.775,0.025,7.26661,21.1911
7.825,0.025,7.26659,21.1908
7.875,0.025,7.26656,21.1905
7.925,0.025,7.26653,21.1901
7.975,0.025,7.2665,21.1898
8.025,0.025,7.26647,21.1894
8.075,0.025,7.26644,21.189
8.125,0.025,7.2664,21.1886
8.175,0.025,7.26637,21.1882
8.225,0.025,7.26634,21.1878
8.275,0.025,7.2663,21.1874
8.325,0.025,7.26626,21.187
8.375,0.025,7.26622,21.1865
8.425,0.025,7.26619,21.1861
8.475,0.025,7.26615,21.1856
8.525,0.025,7.2661,21.1851
8.575,0.025,7.26606,21.1846
8.625,0.025,7.26602,21.1841
8.675,0.025,7.26597,21.1836
8.725,0.025,7.26592,21.1831
8.775,0.025,7.26587,21.1825
8.825,0.025,7.26582,21.1819
8.875,0.025,7.26577,21.1813
8.925,0.025,7.26572,21.1807
8.975,0.025,7.26566,21.18
9.025,0.025,7.2656,21.1794
9.075,0.025,7.26554,21.1787
9.125,0.025,7.26548,21.178
9.175,0.025,7.26542,21.1772
9.225,0.025,7.26535,21.1765
9.275,0.025,7.26528,21.1756
9.325,0.025,7.2652,21.1748
9.375,0.025,7.26513,21.1739
9.425,0.025,7.26504,21.1731
9.475,0.025,7.26492,21.1723
9.525,0.025,7.26474,21.1718
9.575,0.025,7.26438,21.172
9.625,0.025,7.26369,21.174
9.675,0.025,7.26244,21.1786
9.725,0.025,7.26051,21.1862
9.775,0.025,7.25801,21.1951
9.825,0.025,7.25535,21.2011
9.875,0.025,7.2528,21.198
9.925,0.025,7.24994,21.1773
9.975,0.025,7.24504,21.1244
