x,y,height,momentum_x
2.825,0.025,7.26706,21.211
2.875,0.025,7.26712,21.2109
2.925,0.025,7.26717,21.2109
2.975,0.025,7.26723,21.2108
3.025,0.025,7.26728,21.2108
3.075,0.025,7.26732,21.2107
3.125,0.025,7.26737,21.2107
3.175,0.025,7.26741,21.2107
3.225,0.025,7.26745,21.2106
3.275,0.025,7.26749,21.2106
3.325,0.025,7.26753,21.2106
3.375,0.025,7.26756,21.2105
3.425,0.025,7.2676,21.2105
3.475,0.025,7.26763,21.2105
3.525,0.025,7.26766,21.2104
3.575,0.025,7.26768,21.2104
3.625,0.025,7.26771,21.2103
3.675,0.025,7.26773,21.2103
3.725,0.025,7.26775,21.2102
3.775,0.025,7.26777,21.2101
3.825,0.025,7.26779,21.2101
3.875,0.025,7.2678,21.21
3.925,0.025,7.26782,21.2099
3.975,0.025,7.26783,21.2098
4.025,0.025,7.26784,21.2097
4.075,0.025,7.26785,21.2097
4.125,0.025,7.26786,21.2096
4.175,0.025,7.26787,21.2095
4.225,0.025,7.26788,21.2093
4.275,0.025,7.26789,21.2092
4.325,0.025,7.2679,21.2091
4.375,0.025,7.2679,21.209
4.425,0.025,7.2679,21.2089
4.475,0.025,7.26791,21.2088
4.525,0.025,7.26791,21.2087
4.575,0.025,7.26792,21.2086
4.625,0.025,7.26792,21.2085
4.675,0.025,7.26792,21.2084
4.725,0.025,7.26792,21.2083
4.775,0.025,7.26793,21.2082
4.825,0.025,7.26793,21.2081
4.875,0.025,7.26793,21.208
4.925,0.025,7.26793,21.2079
4.975,0.025,7.26793,21.2078
5.025,0.025,7.26793,21.2077
5.075,0.025,7.26792,21.2076
5.125,0.025,7.26792,21.2076
5.175,0.025,7.26792,21.2075
5.225,0.025,7.26792,21.2074
5.275,0.025,7.26792,21.2073
5.325,0.025,7.26792,21.2072
5.375,0.025,7.26791,21.2071
5.425,0.025,7.26791,21.207
5.475,0.025,7.26791,21.2069
5.525,0.025,7.26791,21.2068
5.575,0.025,7.26791,21.2067
5.625,0.025,7.2679,21.2066
5.675,0.025,7.2679,21.2065
5.725,0.025,7.2679,21.2064
5.775,0.025,7.26789,21.2063
5.825,0.025,7.26789,21.2062
5.875,0.025,7.26789,21.2062
5.925,0.025,7.26788,21.2061
5.975,0.025,7.26788,21.206
6.025,0.025,7.26787,21.2059
6.075,0.025,7.26787,21.2058
6.125,0.025,7.26786,21.2057
6.175,0.025,7.26786,21.2056
6.225,0.025,7.26785,21.2055
6.275,0.025,7.26785,21.2054
6.325,0.025,7.26784,21.2053
6.375,0.025,7.26784,21.2052
6.425,0.025,7.26783,21.2051
6.475,0.025,7.26783,21.205
6.525,0.025,7.26782,21.2049
6.575,0.025,7.26781,21.2048
6.625,0.025,7.2678,21.2047
6.675,0.025,7.2678,21.2046
6.725,0.025,7.26779,21.2046
6.775,0.025,7.26778,21.2045
6.825,0.025,7.26777,21.2044
6.875,0.025,7.26777,21.2043
6.925,0.025,7.26776,21.2042
6.975,0.025,7.26775,21.2041
7.025,0.025,7.26774,21.204
7.075,0.025,7.26773,21.2039
7.125,0.025,7.26772,21.2038
7.175,0.025,7.26772,21.2036
7.225,0.025,7.26771,21.2035
7.275,0.025,7.2677,21.2034
7.325,0.025,7.26769,21.2033
7.375,0.025,7.26768,21.2032
7.425,0.025,7.26767,21.2031
7.475,0.025,7.26766,21.203
7.525,0.025,7.26765,21.2029
7.575,0.025,7.26764,21.2028
7.625,0.025,7.26762,21.2027
7.675,0.025,7.2676,21.2027
7.725,0.025,7.26756,21.2027
7.775,0.025,7.26751,21.2028
7.825,0.025,7.26743,21.2031
7.875,0.025,7.26732,21.2035
7.925,0.025,7.26716,21.2042
7.975,0.025,7.26694,21.2052
8.025,0.025,7.26664,21.2067
8.075,0.025,7.26626,21.2086
8.125,0.025,7.26577,21.2111
8.175,0.025,7.26518,21.2142
8.225,0.025,7.26449,21.2178
8.275,0.025,7.26371,21.2219
8.325,0.025,7.26287,21.2263
8.375,0.025,7.262,21.2309
8.425,0.025,7.26113,21.2355
8.475,0.025,7.26029,21.2399
8.525,0.025,7.25953,21.2439
8.575,0.025,7.25885,21.2474
8.625,0.025,7.25829,21.2503
8.675,0.025,7.25783,21.2525
8.725,0.025,7.25748,21.2542
8.775,0.025,7.25722,21.2554
8.825,0.025,7.25704,21.2562
8.875,0.025,7.25692,21.2566
8.925,0.025,7.25683,21.2569
8.975,0.025,7.25678,21.2569
9.025,0.025,7.25674,21.2569
9.075,0.025,7.25671,21.2567
9.125,0.025,7.25669,21.2566
9.175,0.025,7.25668,21.2564
9.225,0.025,7.25666,21.2562
9.275,0.025,7.25664,21.2561
9.325,0.025,7.25663,21.2559
9.375,0.025,7.25661,21.2557
9.425,0.025,7.25659,21.2555
9.475,0.025,7.25657,21.2553
9.525,0.025,7.25655,21.2551
9.575,0.025,7.25653,21.2549
9.625,0.025,7.25652,21.2547
9.675,0.025,7.2565,21.2544
9.725,0.025,7.25648,21.2542
9.775,0.025,7.25646,21.254
9.825,0.025,7.25644,21.2538
9.875,0.025,7.25642,21.2535
9.925,0.025,7.2564,21.2533
9.975,0.025,7.25638,21.2531
