x,y,height,momentum_x
0.025,0.025,7.52102,19.7373
0.075,0.025,7.49855,19.8709
0.125,0.025,7.47691,19.9988
0.175,0.025,7.45614,20.1207
0.225,0.025,7.43632,20.2364
0.275,0.025,7.41749,20.3457
0.325,0.025,7.39971,20.4484
0.375,0.025,7.38304,20.5442
0.425,0.025,7.36751,20.633
0.475,0.025,7.35318,20.7146
0.525,0.025,7.34006,20.789
0.575,0.025,7.32817,20.8562
0.625,0.025,7.31752,20.9162
0.675,0.025,7.30808,20.9693
0.725,0.025,7.29982,21.0156
0.775,0.025,7.2927,21.0554
0.825,0.025,7.28665,21.0893
0.875,0.025,7.28159,21.1175
0.925,0.025,7.27743,21.1408
0.975,0.025,7.27408,21.1595
1.025,0.025,7.27144,21.1743
1.075,0.025,7.2694,21.1858
1.125,0.025,7.26787,21.1944
1.175,0.025,7.26675,21.2008
1.225,0.025,7.26597,21.2053
1.275,0.025,7.26545,21.2083
1.325,0.025,7.26513,21.2103
1.375,0.025,7.26496,21.2115
1.425,0.025,7.26489,21.2121
1.475,0.025,7.2649,21.2122
1.525,0.025,7.26496,21.2121
1.575,0.025,7.26504,21.2119
1.625,0.025,7.26515,21.2115
1.675,0.025,7.26527,21.2111
1.725,0.025,7.26538,21.2107
1.775,0.025,7.2655,21.2102
1.825,0.025,7.26562,21.2098
1.875,0.025,7.26573,21.2095
1.925,0.025,7.26583,21.2091
1.975,0.025,7.26593,21.2088
2.025,0.025,7.26603,21.2085
2.075,0.025,7.26612,21.2083
2.125,0.025,7.26621,21.2081
2.175,0.025,7.26629,21.2079
2.225,0.025,7.26636,21.2077
2.275,0.025,7.26644,21.2075
2.325,0.025,7.26651,21.2074
2.375,0.025,7.26658,21.2073
2.425,0.025,7.26664,21.2072
2.475,0.025,7.26671,21.2071
2.525,0.025,7.26677,21.2071
2.575,0.025,7.26682,21.207
2.625,0.025,7.26688,21.207
2.675,0.025,7.26693,21.207
2.725,0.025,7.26698,21.207
2.775,0.025,7.26703,21.207
2.825,0.025,7.26708,21.207
2.875,0.025,7.26713,21.207
2.925,0.025,7.26717,21.207
2.975,0.025,7.26721,21.2071
3.025,0.025,7.26725,21.2071
3.075,0.025,7.26729,21.2072
3.125,0.025,7.26733,21.2072
3.175,0.025,7.26737,21.2073
3.225,0.025,7.26741,21.2073
3.275,0.025,7.26745,21.2074
3.325,0.025,7.26748,21.2075
3.375,0.025,7.26752,21.2076
3.425,0.025,7.26755,21.2077
3.475,0.025,7.26758,21.2078
3.525,0.025,7.26761,21.2078
3.575,0.025,7.26764,21.2079
3.625,0.025,7.26767,21.208
3.675,0.025,7.26769,21.2081
3.725,0.025,7.26772,21.2082
3.775,0.025,7.26775,21.2083
3.825,0.025,7.26777,21.2084
3.875,0.025,7.2678,21.2084
3.925,0.025,7.26782,21.2085
3.975,0.025,7.26784,21.2086
4.025,0.025,7.26786,21.2086
4.075,0.025,7.26788,21.2087
4.125,0.025,7.2679,21.2088
4.175,0.025,7.26791,21.2088
4.225,0.025,7.26793,21.2088
4.275,0.025,7.26794,21.2089
4.325,0.025,7.26796,21.2089
4.375,0.025,7.26797,21.2089
4.425,0.025,7.26798,21.2089
4.475,0.025,7.26799,21.2089
4.525,0.025,7.268,21.2089
4.575,0.025,7.268,21.2088
4.625,0.025,7.26801,21.2088
4.675,0.025,7.26801,21.2088
4.725,0.025,7.26802,21.2087
4.775,0.025,7.26802,21.2087
4.825,0.025,7.26802,21.2087
4.875,0.025,7.26802,21.2086
4.925,0.025,7.26802,21.2086
4.975,0.025,7.26802,21.2085
5.025,0.025,7.26802,21.2084
5.075,0.025,7.26802,21.2084
5.125,0.025,7.26802,21.2083
5.175,0.025,7.26802,21.2082
5.225,0.025,7.26802,21.2081
5.275,0.025,7.26802,21.208
5.325,0.025,7.26802,21.208
5.375,0.025,7.26802,21.2079
5.425,0.025,7.26802,21.2078
5.475,0.025,7.26802,21.2077
5.525,0.025,7.26801,21.2077
5.575,0.025,7.26801,21.2076
5.625,0.025,7.26801,21.2075
5.675,0.025,7.268,21.2074
5.725,0.025,7.268,21.2073
5.775,0.025,7.268,21.2073
5.825,0.025,7.26799,21.2072
5.875,0.025,7.26799,21.2071
5.925,0.025,7.26798,21.207
5.975,0.025,7.26798,21.2069
6.025,0.025,7.26798,21.2069
6.075,0.025,7.26797,21.2068
6.125,0.025,7.26797,21.2067
6.175,0.025,7.26796,21.2066
6.225,0.025,7.26796,21.2066
6.275,0.025,7.26795,21.2065
6.325,0.025,7.26795,21.2064
6.375,0.025,7.26794,21.2063
6.425,0.025,7.26793,21.2062
6.475,0.025,7.26793,21.2062
6.525,0.025,7.26792,21.2061
6.575,0.025,7.26791,21.206
6.625,0.025,7.26791,21.2059
6.675,0.025,7.2679,21.2058
6.725,0.025,7.2679,21.2058
6.775,0.025,7.26789,21.2057
6.825,0.025,7.26788,21.2056
6.875,0.025,7.26788,21.2055
6.925,0.025,7.26787,21.2054
6.975,0.025,7.26786,21.2054
7.025,0.025,7.26786,21.2053
7.075,0.025,7.26785,21.2052
7.125,0.025,7.26784,21.2051
7.175,0.025,7.26783,21.205
7.225,0.025,7.26781,21.205
7.275,0.025,7.26779,21.205
7.325,0.025,7.26776,21.205
7.375,0.025,7.26771,21.2052
7.425,0.025,7.26764,21.2054
7.475,0.025,7.26754,21.2058
7.525,0.025,7.2674,21.2065
7.575,0.025,7.26721,21.2074
7.625,0.025,7.26696,21.2086
7.675,0.025,7.26665,21.2102
7.725,0.025,7.26625,21.2123
7.775,0.025,7.26576,21.2148
7.825,0.025,7.26519,21.2178
7.875,0.025,7.26455,21.2212
7.925,0.025,7.26383,21.225
7.975,0.025,7.26306,21.229
8.025,0.025,7.26227,21.2333
8.075,0.025,7.26148,21.2374
8.125,0.025,7.26072,21.2415
8.175,0.025,7.26001,21.2453
8.225,0.025,7.25937,21.2486
8.275,0.025,7.25881,21.2515
8.325,0.025,7.25834,21.2539
8.375,0.025,7.25797,21.2558
8.425,0.025,7.25767,21.2573
8.475,0.025,7.25745,21.2583
8.525,0.025,7.25729,21.259
8.575,0.025,7.25718,21.2595
8.625,0.025,7.2571,21.2597
8.675,0.025,7.25705,21.2598
8.725,0.025,7.25701,21.2598
8.775,0.025,7.25699,21.2598
8.825,0.025,7.25697,21.2597
8.875,0.025,7.25696,21.2596
8.925,0.025,7.25694,21.2594
8.975,0.025,7.25693,21.2593
9.025,0.025,7.25692,21.2592
9.075,0.025,7.25691,21.259
9.125,0.025,7.25689,21.2589
9.175,0.025,7.25688,21.2588
9.225,0.025,7.25687,21.2586
9.275,0.025,7.25685,21.2585
9.325,0.025,7.25684,21.2583
9.375,0.025,7.25682,21.2582
9.425,0.025,7.25681,21.258
9.475,0.025,7.2568,21.2578
9.525,0.025,7.25678,21.2577
9.575,0.025,7.25677,21.2575
9.625,0.025,7.25675,21.2574
9.675,0.025,7.25674,21.2572
9.725,0.025,7.25672,21.257
9.775,0.025,7.25671,21.2569
9.825,0.025,7.25669,21.2567
9.875,0.025,7.25668,21.2565
9.925,0.025,7.25666,21.2563
9.975,0.025,7.25664,21.2561
