x,y,height,momentum_x
6.525,0.025,7.26769,21.2036
6.575,0.025,7.26768,21.2035
6.625,0.025,7.26767,21.2034
6.675,0.025,7.26767,21.2033
6.725,0.025,7.26766,21.2031
6.775,0.025,7.26765,21.203
6.825,0.025,7.26764,21.2029
6.875,0.025,7.26763,21.2028
6.925,0.025,7.26762,21.2027
6.975,0.025,7.26762,21.2025
7.025,0.025,7.26761,21.2024
7.075,0.025,7.2676,21.2023
7.125,0.025,7.26758,21.2022
7.175,0.025,7.26757,21.202
7.225,0.025,7.26756,21.2019
7.275,0.025,7.26755,21.2018
7.325,0.025,7.26754,21.2017
7.375,0.025,7.26753,21.2015
7.425,0.025,7.26752,21.2014
7.475,0.025,7.26751,21.2013
7.525,0.025,7.2675,21.2011
7.575,0.025,7.26749,21.201
7.625,0.025,7.26748,21.2008
7.675,0.025,7.26746,21.2007
7.725,0.025,7.26745,21.2005
7.775,0.025,7.26744,21.2004
7.825,0.025,7.26743,21.2002
7.875,0.025,7.26741,21.2001
7.925,0.025,7.2674,21.1999
7.975,0.025,7.26738,21.1998
8.025,0.025,7.26737,21.1997
8.075,0.025,7.26734,21.1996
8.125,0.025,7.2673,21.1995
8.175,0.025,7.26725,21.1996
8.225,0.025,7.26717,21.1998
8.275,0.025,7.26704,21.2002
8.325,0.025,7.26686,21.201
8.375,0.025,7.2666,21.2022
8.425,0.025,7.26624,21.2039
8.475,0.025,7.26576,21.2063
8.525,0.025,7.26515,21.2094
8.575,0.025,7.26441,21.2132
8.625,0.025,7.26356,21.2176
8.675,0.025,7.26261,21.2225
8.725,0.025,7.26162,21.2277
8.775,0.025,7.26064,21.2328
8.825,0.025,7.25971,21.2376
8.875,0.025,7.25888,21.2419
8.925,0.025,7.25818,21.2454
8.975,0.025,7.25761,21.2482
9.025,0.025,7.25719,21.2502
9.075,0.025,7.25688,21.2516
9.125,0.025,7.25667,21.2524
9.175,0.025,7.25654,21.2528
9.225,0.025,7.25645,21.2529
9.275,0.025,7.2564,21.2528
9.325,0.025,7.25636,21.2527
9.375,0.025,7.25633,21.2525
9.425,0.025,7.2563,21.2522
9.475,0.025,7.25628,21.252
9.525,0.025,7.25626,21.2517
9.575,0.025,7.25623,21.2514
9.625,0.025,7.25621,21.2511
9.675,0.025,7.25618,21.2509
9.725,0.025,7.25616,21.2506
9.775,0.025,7.25613,21.2503
9.825,0.025,7.2561,21.25
9.875,0.025,7.25607,21.2496
9.925,0.025,7.25605,21.2493
9.975,0.025,7.25602,21.249
